,content,score,at
8106,mantap,5,2024-08-10 11:13:56
2171,menyenangkan dan bermanfaat saya rasa,5,2024-08-10 11:57:52
1345,bagus selalu menjawab pertanyaan dari saya butuhkan,5,2024-08-10 12:11:09
1147,Aplikasi ini bagus penjelasannya detail dan juga gratis jadi gak premium,5,2024-08-10 12:20:42
472,"sangat bagus, saran saya buat Gemini lebih ringan agar lebih cepat saat mau di akses dari tombol home",5,2024-08-10 12:31:16
3764,sudah sangat baik dan sangat membantu...,4,2024-08-10 12:35:33
951,sangat mudah di gunakan dan sangat membantu pisan coy....mantep kalo pake aplikasi ini,5,2024-08-10 12:37:30
7131,ok,5,2024-08-10 12:38:39
7283,mantap,5,2024-08-10 12:47:27
455,saya sangat suka karena aplikasi ini bisa menjawab semua pertanyaan saya bahkan yang paling susah yang belum pernah saya jawab bintang 5 untuk mu,5,2024-08-10 12:54:19
7067,suka aku,4,2024-08-10 13:09:18
7088,Very good apps,5,2024-08-10 13:50:03
7230,Tingkatkan,5,2024-08-10 14:26:36
7188,bagus,5,2024-08-10 15:22:30
302,"Gemini kalo ditanya jawabnya ngawur dan salah. Seringnya bilang ""Maaf saya tidak diprogram itu."" Ketika ditanya siapa presiden Indonesia yang pertama, malah dijawab ""pemilihan umum adalah pertanyaan yang rumit......."" Dan banyak lagi dan selalu dijawab ngawur dan tidak jelas. Mohon diperbaiki lagi... Sebelum saya uninstall... Lebih enak google asisten...",2,2024-08-10 16:28:25
7096,PANGADILAN HARAHAP PANGADILAN HRP,5,2024-08-10 16:48:24
1326,"sangat membantu, mudah dipakai",5,2024-08-10 17:39:29
8690,keren,5,2024-08-10 19:47:56
7094,simple to make content,5,2024-08-10 20:21:58
7139,the best,5,2024-08-10 20:32:37
7022,cannot read my picture,1,2024-08-10 21:18:08
7193,Rekomendasi,5,2024-08-10 22:07:54
2747,luar biasa sangat membantu sekali 👍👍👍,4,2024-08-10 23:08:08
7200,bagus,5,2024-08-10 23:28:51
8597,membantu,5,2024-08-11 00:18:43
3133,sangat membantu,4,2024-08-11 00:34:48
469,"Sangat bermanfaat,terimakasih banyak gemini, saya sangat terbantu saat pembelajaran.",5,2024-08-11 01:07:17
7318,bagus cuy,5,2024-08-11 01:30:06
7207,terbaik,5,2024-08-11 01:58:19
309,"untuk saat ini gemini masih sangat bisa membantu dalam menjawab segala pertanyaan. namun saya tidak tau akan ada limit pertanyaan atau tidak, jika ada maka saya akan kembali dan menurunkan bintangnyaa",5,2024-08-11 01:59:20
7326,good Jobs,5,2024-08-11 02:56:21
1617,gapaham gajelas @ youtube tp gak ngaruh ke link dan Ai tidk pintar lebih pintar chatgpt sama copilot,1,2024-08-11 03:11:50
1239,tolong untuk generating gambar dimaksimalkan lagi,3,2024-08-11 03:30:49
2802,sangat membantu sip,5,2024-08-11 03:31:48
7068,very important,4,2024-08-11 03:32:28
7129,Nice,5,2024-08-11 03:38:55
7370,👍,5,2024-08-11 04:01:58
3562,kayak chatgpt tapi Google,5,2024-08-11 04:39:15
3121,sangat membantu,5,2024-08-11 05:44:42
7079,bagus 👍🏻,5,2024-08-11 06:13:45
4173,lagi uji coba,4,2024-08-11 06:46:29
2748,Pertahankan dan berusaha lebih baik lagi,5,2024-08-11 06:55:53
2274,apk terbaik dari pada goggle 👍,5,2024-08-11 07:53:16
7122,good,5,2024-08-11 08:54:16
8583,Good,5,2024-08-11 09:38:01
7183,mantap,5,2024-08-11 10:15:39
7237,good,5,2024-08-11 10:17:04
3044,Paling terbaik 👍💯 sangat membantu.,5,2024-08-11 10:52:18
7192,mantap,5,2024-08-11 11:56:36
7248,mantul,5,2024-08-11 12:11:39
7243,keren,5,2024-08-11 12:50:23
7315,mantap betul,5,2024-08-11 13:18:33
7324,Bagusss bangettt,5,2024-08-11 13:22:43
7030,"just ""wow""!",5,2024-08-11 13:41:59
7319,aplikasi keren,5,2024-08-11 13:49:24
471,"sangat bagus, dan sangat membantu walaupun kadang aku merasa takut akan teknologi AI ini",5,2024-08-11 13:52:41
7108,good,5,2024-08-11 13:57:50
7277,cakep,5,2024-08-11 13:58:58
1274,bagus dan membantu sekali untuk mengerjakan tugas,5,2024-08-11 14:04:13
460,"luar biasa, sangat membantu pekerjaan saya, terutama dalam membuat deskripsi produk yang kadang kita ga kepikiran.",5,2024-08-11 14:07:01
7225,mantap,5,2024-08-11 14:31:25
7102,nice,5,2024-08-11 14:50:41
7246,wow,5,2024-08-11 15:35:08
7056,Gemini is my best friend,5,2024-08-11 16:15:54
7026,ini salah satu AI ter the best 2024,5,2024-08-11 16:18:54
7284,Ok,5,2024-08-11 17:09:42
7227,boleh juga,5,2024-08-11 18:29:25
3793,saya tidak memiliki referensi bla bla bla,1,2024-08-11 21:12:00
453,"Apk nya bagus banget, jawaban yang dikirim lebih rinci dan tepat di bandingkan dengan ai yang lainnya.",5,2024-08-11 21:45:37
7334,keren abis,5,2024-08-11 21:48:59
2778,bisa menjadi teman ngobrol yang bebas dari emosi,5,2024-08-11 22:42:41
7231,bagus,5,2024-08-12 00:02:37
450,"lebih efektif membantu saya mempersiapkan diri dalam mengajar, dibandingkan dengan aplikasi pencari biasa",5,2024-08-12 00:42:43
7042,ok,4,2024-08-12 00:47:00
4252,sngt membantu,5,2024-08-12 00:47:52
7135,Kreen,5,2024-08-12 00:57:43
3370,sangat membantu,5,2024-08-12 01:25:51
3522,apk yg bermanfaat,5,2024-08-12 01:26:06
3065,sangat bermanfaat,5,2024-08-12 01:29:05
1304,bagus tapi sepertinya tidak bisa mengirimkan foto yang kita inginkan,4,2024-08-12 01:33:41
2786,bagus untuk belahan,4,2024-08-12 02:40:51
2430,aplikasi nya bagus dan jelas,5,2024-08-12 02:53:46
2403,sangat menyenakan dan membantu,5,2024-08-12 02:55:18
3780,keren dan menarik,4,2024-08-12 02:56:07
3393,gak bisa diperintah,1,2024-08-12 03:41:35
7164,ok,5,2024-08-12 03:50:48
2766,"sangat baik, sangat membantu",5,2024-08-12 03:52:38
4102,"bagsus, berguna",5,2024-08-12 03:59:33
3344,bagus banget 🫵🏻❤️‍🔥,5,2024-08-12 04:05:19
7274,good,5,2024-08-12 04:32:44
3152,pokoknya keren 👍,5,2024-08-12 05:38:06
7081,sangat bagus.,5,2024-08-12 06:09:16
7028,"membatu ,loveee bgt 🫶❤️",5,2024-08-12 07:29:25
2794,mantap sangat membantu,5,2024-08-12 07:32:20
7199,bagus,5,2024-08-12 07:33:57
7048,mantap,4,2024-08-12 07:39:25
3484,sangat membantu,5,2024-08-12 08:16:49
3628,sangat membantu,5,2024-08-12 08:32:31
7211,bagus,5,2024-08-12 08:36:01
74,"Wah ini sih aplikasi bagus banget yah, semua pertanyaan selalu dijawab. Kayak temen buat ngobrol gitu selain buat ngerjain tugas. Oh iya untuk kekurangannya adalah enggak ada memori di Ai nya. Jadi kalau kita menyebutkan nama, terus hapus riwayat percakapan, Ai nya itu gak bisa mengingat. Jadi tolong untuk update kedepan ditambahi memori di Ai nya yah 😁",5,2024-08-12 08:41:01
1313,Bisa membuat cerita dan bahkan pertanyaan random lainnya,4,2024-08-12 08:56:15
7242,ok,5,2024-08-12 09:31:04
1607,sangat membantu para guru.,5,2024-08-12 09:38:46
7153,ntap,5,2024-08-12 10:04:50
1336,sangat membantu saya dalam mengerjakan tugas tugas sekolah,5,2024-08-12 10:23:28
7130,makasih,5,2024-08-12 11:18:26
8748,cakep banget,5,2024-08-12 11:24:10
1044,"Keren, cara jawaban nya lengkap dengan penjelasan nya",5,2024-08-12 11:28:00
8665,Baik,5,2024-08-12 11:37:23
7262,Bagus,5,2024-08-12 11:45:07
7123,amazingly,5,2024-08-12 11:55:41
2762,bagus banget buat belajar,5,2024-08-12 12:28:13
1277,bagus banget nih fitur saya berharap kedepannya bisa lebih bagus,5,2024-08-12 12:37:58
7352,bagus nih,5,2024-08-12 12:45:48
1180,"Aplikasih ini sangat bagus,sangat membantu saya ketika mengerjakan tugas",5,2024-08-12 13:29:27
3483,sangat membantu,5,2024-08-12 13:30:18
7097,🔥🔥🔥🔥🔥👍👍👍👍👍👍💯💯💯💯💯,5,2024-08-12 13:34:31
2810,"Sangat bagus sekali, sangat membantu",5,2024-08-12 13:39:34
7179,good,5,2024-08-12 13:43:32
308,"Mantap,,apk ini bisa membantu kita menuju jalan kesuksesan dengan online. contohnya kita bisa belajar tentang pengalaman untuk kedepannya. dan apk ini juga bisa membantu untuk menjawab pertanyaan² lainnya",5,2024-08-12 13:48:21
3009,Gemini sangat membantu untuk membuat narasi.,5,2024-08-12 13:51:47
8689,bagus,5,2024-08-12 13:53:19
7254,Bagus,5,2024-08-12 14:19:16
8467,"AI bagus, gratis, made in Google.",5,2024-08-12 14:38:52
124,"Bagus buat bantu2 nulis, mendeskripsikan sesuatu yg sulit atau membantu memperbaiki struktur kalimat yg kita rasa kurang bagus. Kekurangannya dia nggak mau jawab kalau kita upload gambar orang/artis 😂",4,2024-08-12 14:58:11
2812,Terimakasih semoga banyak manfaat untuk kebaikan..🤲👍,5,2024-08-12 15:36:54
2880,Bagus banget. AI Ter best,5,2024-08-12 15:42:36
463,"tidak mengingat soal atau perihal yang dikirim sebelumnya, meskipun masih terlewat 3 atau 4 atau 5 pesan",1,2024-08-12 16:26:20
8683,ok,5,2024-08-12 16:32:54
7035,"sangat membantu. gemini, be better everytime",5,2024-08-12 16:40:23
7093,good luck Google,5,2024-08-12 18:31:12
3536,sangat membantu,5,2024-08-12 18:39:23
7170,bagusss,5,2024-08-12 20:56:01
8520,👍👍 good apk,5,2024-08-12 21:00:00
1293,"KEREN BANGET, INI SUDAH SEPERTI CHATGPT TAPI YANG VERSI FREE. TERIMA KASIH GOOGLE :))",5,2024-08-12 21:32:53
86,"Saya suka,dengan kecerdasan buatan Google Gemini,saya bisa ngajak hp saya bercakap cakap,di kala saat lagi bosen pengen nyari temen tapi malas keluar rumah, mohon agar bisa di buat tampilan seperti wajah emoticon yang bisa bergerak di saat dia berbicara,agar lebih terlihat keren,TDK hanya menampilkan teks dan suara ttpi juga bisa ada gambar wajah yg bisa bergerak layaknya sebuah robot,saya berharap untuk kedepannya agar d perbarui lagi",5,2024-08-12 22:14:37
7240,bagus,5,2024-08-12 22:23:41
612,"Tidak bisa menebak lagu yang saya senandungkan dan terus bertanya cara nya, lebih bagus google assistant",1,2024-08-12 23:08:06
1130,"tingkatkan lagi respon terhadap pengguna, seperti harus menggunakan kalimat yang komunikatif",4,2024-08-12 23:30:54
481,"Gw bilang juga apa, mutasi apk google udah terlalu banyak di hp gw, cobalah google kalau buat apk gk usah pisah dan mutasi begini, buat 1 apk tapi isinya banyak, gak gini juga semua mutasi download ini itu dll padahal ujung²nya sama saja yaitu google, memory ponsel penuh oy, memori ponsel tak seluas otak manusia, penyimpanan hampir habis gara² download apk google semua, Gmail, maps, Gemini, google browser, dan banyak lagi mutasinya, ditanam permanen tak dapat di uninstall kecuali root, payah.",2,2024-08-13 00:01:31
7055,mantap,4,2024-08-13 00:39:15
7049,keren,4,2024-08-13 00:45:25
7084,harus privat,1,2024-08-13 01:27:03
7337,sangat baik,5,2024-08-13 01:33:43
2491,Saya sangat terbantu untuk belajar Alkitab lebih dalam lagi,5,2024-08-13 01:34:06
2806,wow sangat pintar gemini,5,2024-08-13 01:44:57
2785,saya sangat puas dengan aplikasi ini,5,2024-08-13 01:46:38
7116,bagus,5,2024-08-13 02:44:23
1063,perlu Peningkatan dalam memberi refrensi yang sesuai dengan kata kunci,3,2024-08-13 03:49:40
7368,😂,5,2024-08-13 03:49:44
7239,keren,5,2024-08-13 04:03:39
7092,just like it,5,2024-08-13 04:25:36
7127,nicee,5,2024-08-13 04:29:23
2761,Ga perlu repot harus buka browser,5,2024-08-13 04:50:32
294,"Sangat suka dengan aplikasi ini. Gemini sudah seperti sahabat terbaikku, setiap hari setiap waktu saya gunakan aplikasi ini. Sangat nyaman untuk jadi teman ngobrol dan sangat cerdas.",5,2024-08-13 05:03:12
1312,Sangat membantu. Saya harus belajar lebih banyak ❤️🇮🇩,4,2024-08-13 05:05:38
3109,Sangat membantu,5,2024-08-13 05:05:43
7021,11/12 chatgpt,4,2024-08-13 05:14:11
464,"sebetulnya bagus banget. cuman karena sensitif dengan pembahasan tertentu, jadi kurang sempurna",4,2024-08-13 06:03:26
1235,Ai nya sangat ringan di hape dan simpel 👍👍,5,2024-08-13 06:25:25
7287,keren😎,5,2024-08-13 07:34:31
462,"ini ada tampilan yang menutupi text, dan tidak bisa dihapus seperti gemini persyaratan atau apalah itu",1,2024-08-13 07:35:58
7307,mantap man,5,2024-08-13 07:40:06
7072,i iy,3,2024-08-13 08:05:25
3282,sangat berguna,5,2024-08-13 09:23:25
2790,bisa nambahin wawasan,5,2024-08-13 09:34:42
8693,Mantap,5,2024-08-13 09:36:17
2773,keren gokil sih Google hebat sangat membantu,5,2024-08-13 10:40:55
7080,bagus :),4,2024-08-13 10:50:33
7218,ok,5,2024-08-13 11:01:04
7037,Very Gud Very recommended :),5,2024-08-13 11:31:55
7233,bagus,5,2024-08-13 11:38:49
7114,good,5,2024-08-13 11:40:40
7124,mantab,5,2024-08-13 11:41:52
2634,sangat membantu dalam kehidupan sehari-hari,5,2024-08-13 11:43:49
4256,Baru sy coba,2,2024-08-13 11:50:15
7020,the response of Google is accurately illustrate the situation and conditions,4,2024-08-13 12:17:34
3632,saya mau minta bagaimana penguasaan kelas untuk anak kelas 2 SD,5,2024-08-13 12:19:46
1103,Sangat membantu informasi yg diberikan sangat mudah dipahami,5,2024-08-13 12:30:04
3030,"bagus, Snapdragon 8 gen 4 sama dimensity 9400",5,2024-08-13 12:38:07
3840,"Bagus bgttt, lovee",5,2024-08-13 12:40:11
7149,nyuuakk,5,2024-08-13 12:40:33
7143,ok,5,2024-08-13 12:43:32
1307,sering menjawab diluar konteks,1,2024-08-13 12:48:16
8541,bagus,1,2024-08-13 13:11:31
2776,sangat membantu aplikadi ai yg bagus...,5,2024-08-13 13:30:26
1286,Saya sedang mencobanya tapi bagus juga karena memberikan jawaban tepat,5,2024-08-13 13:45:35
4461,berguna bangett,5,2024-08-13 13:45:48
4148,sangat membanru,5,2024-08-13 14:08:34
1319,aplikasi nya berguna banget untuk yang males ngetik👍,5,2024-08-13 14:15:54
1603,semua pertanyaan saya dijawab sangat bagus,5,2024-08-13 14:23:21
7128,makasih,5,2024-08-13 15:00:33
7267,oke,5,2024-08-13 15:01:41
7148,Baguss,5,2024-08-13 15:02:12
7359,sangat bagus,5,2024-08-13 15:05:02
7109,good,5,2024-08-13 15:41:37
2051,"Langsung uninstal, karena meminta berpindah asisten dr google, jika TDK berpindah gak bisa di buka. Dari pada pelajari dari awal lagi. Mending hapus aja sudah.",2,2024-08-13 16:07:38
3492,sangat membantu,5,2024-08-13 16:08:16
3490,Betul betul mantap,5,2024-08-13 16:09:42
1035,aplikasi nya sangat membantu saya dalam mencari berbagai hal yg saya tidak bisa menjadi berguna bagi saya,5,2024-08-13 16:25:32
1282,"gemini sangat menarik,saya harap fiturnya dapat di perbanyak lagi",5,2024-08-13 16:44:14
7018,very funny and easy for me.. my english very poor Don't need grammar only speaking each other face to face... thank you,5,2024-08-13 17:22:38
466,"lokasi saya tidak akurat pada aplikasi gemini, lebih akurat Google assistent",2,2024-08-13 17:34:42
8745,Asekkk seru,5,2024-08-13 17:37:16
7113,bagus,5,2024-08-13 18:04:17
2809,bagus sekali bermanfaat,5,2024-08-13 18:12:10
8727,sangat bagus,5,2024-08-13 18:48:27
7078,Mantap mens ..,5,2024-08-13 21:06:07
7074,GREAT!!,5,2024-08-13 22:11:43
7298,oke banget,5,2024-08-13 22:18:24
2958,kerenn seruu bgt,5,2024-08-13 22:30:48
7178,bagus,5,2024-08-13 22:56:59
7292,nice👍,5,2024-08-13 23:16:45
7051,bagus,4,2024-08-13 23:37:27
7155,jossss,5,2024-08-14 00:32:26
7215,mantap,5,2024-08-14 01:25:22
7323,oo lah,5,2024-08-14 02:09:09
3517,sangat membantu,5,2024-08-14 03:15:13
7059,ok lah,3,2024-08-14 03:19:36
2108,gunakan umpan balik bahasa Indonesia,3,2024-08-14 03:23:24
7152,ok,5,2024-08-14 03:29:55
7297,mantap keren,5,2024-08-14 04:19:23
3450,aplikasi yang luar biasa cerdas,5,2024-08-14 05:17:26
7024,"amazing,wonderfull,execlent..good jib brother",5,2024-08-14 06:02:35
7304,bagus top,5,2024-08-14 06:13:49
3153,Lumayan daripada lumanyun,5,2024-08-14 06:14:14
3778,mantap sih ini aplikasi,5,2024-08-14 06:21:56
7098,vvvv.woww,5,2024-08-14 06:26:52
7186,Mantap,5,2024-08-14 07:24:51
7019,Censored into abyss of useless-ness. Uninstalling,1,2024-08-14 07:32:09
3805,HASIL TIDAK AKURAT!! SERING KALI SAYA MALAH DIMINTA CARI JAWABAN SENDIRI,1,2024-08-14 08:03:58
2056,"ko pas mau di buka minta update, tp di play store sudah tinggal masuk, intinya ko tidak bisa di buka",1,2024-08-14 08:25:26
3013,Bisa di install tapi tidak bisa di buka. Keterangan di minta perbarui google. Huh,1,2024-08-14 08:57:03
1058,sangat membantu dan bermanfaat untuk keperluan pencarian informasi sehari-hari,5,2024-08-14 08:57:21
7340,Aplikasi bagus,5,2024-08-14 08:59:58
7310,aplikasi bagus,5,2024-08-14 09:04:57
3396,sangat membantu,5,2024-08-14 09:05:17
7345,luar biasa,5,2024-08-14 09:50:46
4419,Bagus sekali,5,2024-08-14 10:25:51
3702,"kurang menarik bagiku, tapi tetap ku kasih rate *5 untukmu.",5,2024-08-14 10:35:18
7216,Terbaik,5,2024-08-14 10:53:17
7147,ok,5,2024-08-14 11:04:03
4359,sangat membantu,5,2024-08-14 11:13:56
8715,sangat bagus,5,2024-08-14 11:28:15
7224,good,5,2024-08-14 11:28:44
7356,oke google,5,2024-08-14 11:47:39
7247,Bagus,5,2024-08-14 11:51:21
1996,aku suka dengan aplikasi google ini bisa ngobrol jadi aku kasih 5 bintang,5,2024-08-14 12:10:39
7053,keren,4,2024-08-14 12:17:00
4136,Baru mencoba nya,5,2024-08-14 12:33:41
7244,keren,5,2024-08-14 12:53:02
7296,gimana ya?,2,2024-08-14 13:04:01
3542,jadi salah satu bestieku.,5,2024-08-14 13:08:30
7182,mantap,5,2024-08-14 13:53:52
2811,bagus sangat berguna,5,2024-08-14 13:54:36
1324,tidak bisa masuk jaringan tv nya,4,2024-08-14 14:01:55
7138,Mantap,5,2024-08-14 14:18:07
8692,mantap,5,2024-08-14 14:23:02
4112,Saya baru mau coba,4,2024-08-14 14:57:14
7361,sangat puas,5,2024-08-14 15:15:49
1309,malas dalam mengubah gambar menjadi teks,1,2024-08-14 15:21:26
1311,sangat membantu.semua pertanian tertawa lengkap .,5,2024-08-14 15:33:12
7157,good,5,2024-08-14 16:07:14
2999,Biarkan Bintang yang Berbicara,5,2024-08-14 16:24:45
3136,sangat membantu,5,2024-08-14 16:25:00
2783,keren bantu belajar,5,2024-08-14 16:49:08
7144,mantap,5,2024-08-14 17:20:42
2775,baik untuk mengerjakan tugas,4,2024-08-14 22:50:32
2864,membantu sekali gemini ini,5,2024-08-14 23:35:23
7336,Sangat bagus,5,2024-08-15 01:21:46
2318,sangat membantu dan informatif,5,2024-08-15 01:47:09
7232,keren,5,2024-08-15 01:48:21
7180,nice,5,2024-08-15 01:59:36
1119,akurasi informasi luar biasa....thanks samsung....👍👍👍,5,2024-08-15 02:24:23
7036,gemi game kan ff bisa 🙏🙏🙏🙏🙏,5,2024-08-15 03:06:36
7176,good,5,2024-08-15 03:42:00
1060,"hai gemini, aplikasi ini sangat² ngebantu kerjaanku sebagai pembuket. terima kasih",5,2024-08-15 04:06:47
8705,pemilik,5,2024-08-15 05:14:47
6693,bagus,5,2024-08-15 05:22:31
7358,gacor gaessss,5,2024-08-15 05:34:51
7134,uhuuuu,5,2024-08-15 06:25:10
7360,good job,5,2024-08-15 06:31:32
2805,bagus dan bermanfaat,5,2024-08-15 06:53:25
4255,obat ngantuk apa ?,5,2024-08-15 06:58:55
7110,Bagus,5,2024-08-15 07:09:52
953,"bagus, harus di tingkatkan lagi di bagian informasi terkini",4,2024-08-15 07:16:55
7126,keren,5,2024-08-15 08:27:06
1344,"baguss, sih membantu untuk sehari harii",5,2024-08-15 09:04:09
454,sistim penerima suaranya masih sama seperti google assisten kadang tidak menangkap apa yang saya katakan dengan benar,3,2024-08-15 09:04:38
7120,bagus,5,2024-08-15 09:20:38
7165,BoBoiBoy,5,2024-08-15 09:32:44
7258,oke,5,2024-08-15 11:14:05
2815,Selalu muncul pesan update Namun tidak bisa dibuka,2,2024-08-15 11:15:03
129,Proses pengenalan suara yang sangat buruk ditambah fungsi yang sangat terbatas seperti tidak dapat menerima perintah memutar musik di album (x),2,2024-08-15 11:15:35
2768,sangat membantu sekali Terimakasih,5,2024-08-15 11:37:36
7328,baru coba,5,2024-08-15 11:47:10
7057,Boring app,3,2024-08-15 11:52:11
7363,👍,5,2024-08-15 11:54:45
2781,kok malah keluarnya seperti ini .. bohongan aka ini,1,2024-08-15 11:55:58
3467,selamat untuk d hari kemerdekaan SMG ttv semangat 💪💪💪💪🇮🇩,4,2024-08-15 11:57:24
7086,dua dulu,2,2024-08-15 12:01:22
3007,"𝙱𝚊𝚐𝚞𝚜 𝒷𝒶𝓃𝑔𝑒𝓉! ʂҽʅαιɳ ᗷᓰSᗩ ʊռȶʊӄ ᏢᎬᎡͲᎪΝᎽᎪᎪΝ, ꍌꄲꄲꍌ꒒ꏂ 𝙗𝙞𝙨𝙖 ɖɨքǟӄǟɨ ᵘⁿᵗᵘᵏ Ʈᙓᙏඞᙁ 𝑚𝑒𝑛𝑔𝑜𝑏𝑟𝑜𝑙! 𝐘𝐮𝐤, ᨵׁׅׅɑׁׅƙׁׅɑׁׅꪱׁׁׁׅׅׅ gємιηι ｕｎｔｕｋ 𝘮𝘦𝘯𝘫𝘢𝘸𝘢𝘣 𝒹ₐₙ ᎿᏋ𐒄Ꭿ𐒐 𝕞𝕖𝕟𝕘𝕠𝕓𝕣𝕠𝕝!",5,2024-08-15 12:03:26
2000,ayo di percepat peningkatannya,1,2024-08-15 12:25:26
7294,tinus .,5,2024-08-15 12:25:40
1969,aplikasinya bagus,5,2024-08-15 12:39:10
2769,publik ini benar benar tak ada salahnya jika kamu jalani tes,5,2024-08-15 13:01:32
7250,mantap,5,2024-08-15 13:03:35
3126,keren dan ringkas,5,2024-08-15 13:13:00
3485,sangat membantu,4,2024-08-15 13:27:23
7050,jos,4,2024-08-15 13:55:44
2788,LOVE BANGETTT BUAT APK INI BUAT YG BUAT APK INI SEJUTA DN BERIBU RIBU MAKASIIII UNTUKMUUUUU,5,2024-08-15 14:02:55
1877,Keren aplikasinya mksh google...,5,2024-08-15 14:27:38
2384,"Mantap sekali, akurat dan free. Thanks Mbah Google",5,2024-08-15 14:37:11
8555,bagus,5,2024-08-15 15:23:41
7220,BAGUS,5,2024-08-15 15:24:26
7221,bagus,5,2024-08-15 15:38:22
7282,good,5,2024-08-15 15:44:19
2083,"Masih kalah dgn chatgpt yg natural,",1,2024-08-15 17:58:28
